jour,citations,OAdes,OAlab,year,auth_count,Volume,Issue,apc_cat,AIS,JCR_quart,field
INTERNATIONAL JOURNAL OF CANCER,14,Other Gold,Other Gold,2015,15,136,8,hiAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,4,Green Accepted,Green,2015,17,136,8,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,46,Green Accepted,Green,2015,5,136,8,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,29,Green Accepted,Green,2015,19,136,8,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,21,Other Gold,Other Gold,2015,13,137,1,hiAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,4,Green Accepted,Green,2015,8,137,10,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,9,Green Accepted,Green,2015,8,137,10,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,31,Green Accepted,Green,2015,43,137,11,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,5,Green Accepted,Green,2015,18,137,11,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,15,Green Accepted,Green,2015,9,137,11,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,12,Green Accepted,Green,2015,24,137,11,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,18,Green Accepted,Green,2015,3,137,12,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,54,Green Accepted,Green,2015,132,137,2,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,6,Green Accepted,Green,2015,8,137,2,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,12,Green Accepted,Green,2015,7,137,2,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,59,Green Accepted,Green,2015,44,137,3,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,12,Green Accepted,Green,2015,7,137,3,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,10,Green Accepted,Green,2015,7,137,3,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,16,Green Accepted,Green,2015,8,137,7,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,23,Green Accepted,Green,2015,8,137,7,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,45,Green Accepted,Green,2015,9,137,7,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,41,Green Accepted,Green,2015,8,137,8,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,8,Green Accepted,Green,2015,14,137,8,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,17,Green Accepted,Green,2015,4,137,9,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,16,Green Accepted,Green,2016,19,138,1,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,56,Green Accepted,Green,2016,9,138,1,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,16,Green Accepted,Green,2016,14,138,1,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,60,Green Accepted,Green,2016,8,138,10,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,12,Green Accepted,Green,2016,5,138,11,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,39,Green Accepted,Green,2016,5,138,2,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,35,Green Accepted,Green,2016,9,138,4,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,12,Other Gold,Other Gold,2016,10,138,5,hiAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,13,Green Accepted,Green,2016,7,139,11,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,21,Green Accepted,Green,2016,7,139,11,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,5,Green Accepted,Green,2016,5,139,12,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,14,"Green Accepted, Green Published",Green,2016,11,139,12,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,19,Green Accepted,Green,2016,6,139,12,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,16,Green Accepted,Green,2016,9,139,12,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,25,Other Gold,Other Gold,2016,10,139,12,hiAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,26,Green Accepted,Green,2016,73,139,12,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,13,Green Accepted,Green,2016,12,139,3,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,10,Green Accepted,Green,2016,14,139,5,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,12,Green Accepted,Green,2016,8,139,5,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,11,Other Gold,Other Gold,2016,11,139,5,hiAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,32,Green Accepted,Green,2016,7,139,5,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,12,Green Accepted,Green,2016,5,139,6,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,40,Other Gold,Other Gold,2016,9,139,7,hiAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,14,Green Accepted,Green,2016,6,139,8,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,39,Green Accepted,Green,2016,5,139,9,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,6,Green Accepted,Green,2016,15,139,9,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,3,Green Accepted,Green,2016,7,139,9,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,12,Green Accepted,Green,2016,7,139,9,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,12,Green Published,Green,2016,7,139,9,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,29,Green Accepted,Green,2017,9,140,1,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,5,Green Accepted,Green,2017,10,140,1,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,19,Other Gold,Other Gold,2017,19,140,11,hiAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,9,Other Gold,Other Gold,2017,12,140,12,hiAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,24,Green Accepted,Green,2017,4,140,2,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,34,Green Accepted,Green,2017,28,140,2,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,20,Green Accepted,Green,2017,7,140,2,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,21,Green Accepted,Green,2017,8,140,2,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,5,"Green Published, Green Accepted",Green,2017,45,140,2,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,29,Green Accepted,Green,2017,16,140,3,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,34,Green Accepted,Green,2017,33,140,3,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,24,Green Accepted,Green,2017,19,140,3,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,11,Green Accepted,Green,2017,11,140,3,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,12,Green Accepted,Green,2017,5,140,4,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,29,Green Accepted,Green,2017,7,140,4,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,31,Green Accepted,Green,2017,6,140,5,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,18,Green Accepted,Green,2017,6,140,5,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,22,Green Accepted,Green,2017,9,140,5,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,9,Other Gold,Other Gold,2017,10,140,5,hiAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,41,Other Gold,Other Gold,2017,9,140,6,hiAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,14,Green Accepted,Green,2017,15,140,7,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,45,Green Accepted,Green,2017,5,140,7,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,12,Other Gold,Other Gold,2017,26,141,10,hiAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,41,Other Gold,Other Gold,2017,19,141,12,hiAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,13,Green Accepted,Green,2017,6,141,2,noAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,10,Other Gold,Other Gold,2017,5,141,2,hiAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,7,Other Gold,Other Gold,2017,9,141,4,hiAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,21,Other Gold,Other Gold,2017,10,141,6,hiAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,70,Other Gold,Other Gold,2018,4,142,12,hiAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,15,Other Gold,Other Gold,2018,12,142,12,hiAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,32,Other Gold,Other Gold,2018,13,142,3,hiAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,45,Other Gold,Other Gold,2018,12,142,6,hiAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,12,Other Gold,Other Gold,2018,19,143,10,hiAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,7,Other Gold,Other Gold,2018,11,143,2,hiAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,9,Other Gold,Other Gold,2018,10,143,3,hiAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,2,Other Gold,Other Gold,2018,3,143,5,hiAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,33,Other Gold,Other Gold,2018,7,143,6,hiAPC,1.79,1,Oncology
INTERNATIONAL JOURNAL OF CANCER,13,Other Gold,Other Gold,2018,9,143,7,hiAPC,1.79,1,Oncology
ANNALS OF ONCOLOGY,97,Other Gold,Other Gold,2016,21,27,11,hiAPC,5.185,1,Oncology
ANNALS OF ONCOLOGY,153,Other Gold,Other Gold,2018,26,29,1,hiAPC,5.185,1,Oncology
ANNALS OF ONCOLOGY,9,Other Gold,Other Gold,2018,18,29,10,hiAPC,5.185,1,Oncology
ANNALS OF ONCOLOGY,8,Other Gold,Other Gold,2018,9,29,10,hiAPC,5.185,1,Oncology
ANNALS OF ONCOLOGY,22,Other Gold,Other Gold,2018,11,29,10,hiAPC,5.185,1,Oncology
ANNALS OF ONCOLOGY,50,Other Gold,Other Gold,2018,9,29,10,hiAPC,5.185,1,Oncology
ANNALS OF ONCOLOGY,19,Other Gold,Other Gold,2018,33,29,10,hiAPC,5.185,1,Oncology
ANNALS OF ONCOLOGY,59,Other Gold,Other Gold,2018,16,29,11,hiAPC,5.185,1,Oncology
ANNALS OF ONCOLOGY,0,Other Gold,Other Gold,2018,22,29,11,hiAPC,5.185,1,Oncology
ANNALS OF ONCOLOGY,63,Other Gold,Other Gold,2018,28,29,12,hiAPC,5.185,1,Oncology
ANNALS OF ONCOLOGY,31,Other Gold,Other Gold,2018,24,29,4,hiAPC,5.185,1,Oncology
ANNALS OF ONCOLOGY,191,Other Gold,Other Gold,2018,26,29,4,hiAPC,5.185,1,Oncology
ANNALS OF ONCOLOGY,13,Other Gold,Other Gold,2018,16,29,4,hiAPC,5.185,1,Oncology
ANNALS OF ONCOLOGY,11,Other Gold,Other Gold,2018,16,29,4,hiAPC,5.185,1,Oncology
ANNALS OF ONCOLOGY,8,Other Gold,Other Gold,2018,14,29,4,hiAPC,5.185,1,Oncology
ANNALS OF ONCOLOGY,38,Other Gold,Other Gold,2018,20,29,5,hiAPC,5.185,1,Oncology
ANNALS OF ONCOLOGY,12,Other Gold,Other Gold,2018,10,29,7,hiAPC,5.185,1,Oncology
ANNALS OF ONCOLOGY,6,Other Gold,Other Gold,2018,14,29,8,hiAPC,5.185,1,Oncology
ANNALS OF ONCOLOGY,40,Other Gold,Other Gold,2018,13,29,9,hiAPC,5.185,1,Oncology
ANNALS OF ONCOLOGY,36,Other Gold,Other Gold,2018,18,29,9,hiAPC,5.185,1,Oncology
ANNALS OF ONCOLOGY,40,Other Gold,Other Gold,2018,11,29,9,hiAPC,5.185,1,Oncology
ANNALS OF ONCOLOGY,135,Other Gold,Other Gold,2018,7,29,NA,hiAPC,5.185,1,Oncology
ANNALS OF ONCOLOGY,69,Other Gold,Other Gold,2018,8,29,NA,hiAPC,5.185,1,Oncology
ANNALS OF ONCOLOGY,26,Other Gold,Other Gold,2018,7,29,NA,hiAPC,5.185,1,Oncology
ANNALS OF ONCOLOGY,23,Other Gold,Other Gold,2018,10,29,NA,hiAPC,5.185,1,Oncology
ONCOLOGY REPORTS,27,Other Gold,Other Gold,2013,3,29,1,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,81,Other Gold,Other Gold,2013,9,29,1,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,59,Other Gold,Other Gold,2013,7,29,2,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,18,Green Published,Green,2013,6,29,3,noAPC,0.594,2,Oncology
ONCOLOGY REPORTS,20,Other Gold,Other Gold,2013,9,29,4,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,14,Other Gold,Other Gold,2013,7,29,6,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,25,Other Gold,Other Gold,2013,5,29,6,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,17,Other Gold,Other Gold,2013,6,30,2,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,7,Other Gold,Other Gold,2013,9,30,2,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,10,Other Gold,Other Gold,2013,8,30,3,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,9,Other Gold,Other Gold,2013,2,30,3,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,22,Other Gold,Other Gold,2013,10,30,4,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,19,Other Gold,Other Gold,2013,5,30,4,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,4,Other Gold,Other Gold,2013,4,30,5,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,13,Other Gold,Other Gold,2013,10,30,6,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,16,Other Gold,Other Gold,2013,8,30,6,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,25,Other Gold,Other Gold,2014,5,31,1,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,0,Other Gold,Other Gold,2014,1,31,2,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,10,Other Gold,Other Gold,2014,8,31,2,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,15,Other Gold,Other Gold,2014,10,31,2,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,13,Other Gold,Other Gold,2014,8,31,2,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,17,Other Gold,Other Gold,2014,6,31,2,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,24,Other Gold,Other Gold,2014,6,31,3,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,16,Other Gold,Other Gold,2014,6,31,3,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,29,Other Gold,Other Gold,2014,3,31,5,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,49,Other Gold,Other Gold,2014,11,31,5,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,15,Other Gold,Other Gold,2014,15,31,6,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,11,Other Gold,Other Gold,2014,8,31,6,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,12,Other Gold,Other Gold,2014,4,32,2,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,10,Other Gold,Other Gold,2014,7,32,2,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,21,Other Gold,Other Gold,2014,6,32,3,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,38,Other Gold,Other Gold,2014,10,32,3,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,20,Other Gold,Other Gold,2014,7,32,3,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,22,Other Gold,Other Gold,2014,6,32,4,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,29,Other Gold,Other Gold,2014,6,32,4,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,10,Other Gold,Other Gold,2014,4,32,5,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,25,Other Gold,Other Gold,2014,8,32,5,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,4,Other Gold,Other Gold,2014,8,32,5,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,12,Other Gold,Other Gold,2014,7,32,6,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,19,Other Gold,Other Gold,2015,10,33,1,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,5,Other Gold,Other Gold,2015,13,33,1,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,16,Other Gold,Other Gold,2015,8,33,1,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,33,Other Gold,Other Gold,2015,9,33,1,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,21,Green Published,Green,2015,7,33,1,noAPC,0.594,2,Oncology
ONCOLOGY REPORTS,9,Other Gold,Other Gold,2015,6,33,1,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,38,Other Gold,Other Gold,2015,6,33,2,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,39,Other Gold,Other Gold,2015,9,33,2,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,44,Other Gold,Other Gold,2015,7,33,3,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,40,Other Gold,Other Gold,2015,6,33,3,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,19,Other Gold,Other Gold,2015,8,33,3,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,9,Other Gold,Other Gold,2015,8,33,4,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,13,Other Gold,Other Gold,2015,9,33,5,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,30,Other Gold,Other Gold,2015,9,33,6,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,14,Other Gold,Other Gold,2015,6,33,6,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,11,Other Gold,Other Gold,2015,4,34,2,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,39,Other Gold,Other Gold,2015,7,34,2,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,11,Other Gold,Other Gold,2015,3,34,2,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,24,Other Gold,Other Gold,2015,11,34,2,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,21,Other Gold,Other Gold,2015,5,34,2,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,40,Other Gold,Other Gold,2015,6,34,4,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,36,Other Gold,Other Gold,2015,9,34,4,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,14,Other Gold,Other Gold,2015,13,34,5,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,37,Other Gold,Other Gold,2015,7,34,5,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,57,Other Gold,Other Gold,2015,2,34,6,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,26,Other Gold,Other Gold,2015,3,34,6,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,21,Other Gold,Other Gold,2015,5,34,6,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,10,Other Gold,Other Gold,2015,8,34,6,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,38,Other Gold,Other Gold,2015,5,34,6,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,22,Other Gold,Other Gold,2016,2,35,1,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,5,Other Gold,Other Gold,2016,9,35,1,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,25,Other Gold,Other Gold,2016,7,35,1,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,16,Other Gold,Other Gold,2016,8,35,2,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,0,Other Gold,Other Gold,2016,8,35,4,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,12,Other Gold,Other Gold,2016,8,35,4,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,9,Green Published,Green,2016,10,35,5,noAPC,0.594,2,Oncology
ONCOLOGY REPORTS,14,Other Gold,Other Gold,2016,7,35,5,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,16,Other Gold,Other Gold,2016,5,35,6,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,11,Other Gold,Other Gold,2016,6,36,2,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,14,Other Gold,Other Gold,2016,9,36,2,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,13,Other Gold,Other Gold,2016,13,36,2,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,8,Other Gold,Other Gold,2016,6,36,2,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,1,Other Gold,Other Gold,2016,2,36,2,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,12,Other Gold,Other Gold,2016,4,36,2,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,26,Other Gold,Other Gold,2016,10,36,3,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,55,Other Gold,Other Gold,2016,5,36,3,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,12,Other Gold,Other Gold,2016,6,36,4,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,15,Other Gold,Other Gold,2016,4,36,4,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,2,Other Gold,Other Gold,2016,6,36,5,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,7,Other Gold,Other Gold,2016,5,36,5,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,18,Other Gold,Other Gold,2016,12,36,5,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,83,Other Gold,Other Gold,2016,9,36,5,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,35,Other Gold,Other Gold,2017,7,37,1,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,30,Other Gold,Other Gold,2017,4,37,1,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,5,Other Gold,Other Gold,2017,11,37,1,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,16,Other Gold,Other Gold,2017,9,37,1,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,8,Other Gold,Other Gold,2017,5,37,1,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,28,Other Gold,Other Gold,2017,7,37,2,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,25,Other Gold,Other Gold,2017,6,37,2,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,12,Other Gold,Other Gold,2017,6,37,3,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,6,Other Gold,Other Gold,2017,6,37,3,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,8,Other Gold,Other Gold,2017,10,37,3,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,11,Other Gold,Other Gold,2017,8,37,3,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,24,Other Gold,Other Gold,2017,5,37,4,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,19,Other Gold,Other Gold,2017,4,37,4,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,18,Other Gold,Other Gold,2017,13,37,5,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,13,Other Gold,Other Gold,2017,7,37,6,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,26,Other Gold,Other Gold,2017,8,37,6,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,10,Other Gold,Other Gold,2017,5,37,6,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,24,Other Gold,Other Gold,2017,9,38,1,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,9,Other Gold,Other Gold,2017,6,38,1,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,3,Other Gold,Other Gold,2017,7,38,2,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,3,Other Gold,Other Gold,2017,9,38,2,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,14,Other Gold,Other Gold,2017,4,38,3,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,5,Other Gold,Other Gold,2017,9,38,3,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,24,Other Gold,Other Gold,2017,5,38,3,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,11,Other Gold,Other Gold,2017,5,38,3,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,12,Other Gold,Other Gold,2017,8,38,3,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,2,Other Gold,Other Gold,2017,11,38,4,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,6,Other Gold,Other Gold,2017,9,38,4,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,5,Other Gold,Other Gold,2017,5,38,5,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,9,Other Gold,Other Gold,2017,5,38,5,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,14,Other Gold,Other Gold,2017,5,38,5,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,15,Other Gold,Other Gold,2017,5,38,6,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,10,Other Gold,Other Gold,2018,6,39,1,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,6,Other Gold,Other Gold,2018,9,39,2,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,15,Other Gold,Other Gold,2018,10,39,2,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,7,Other Gold,Other Gold,2018,21,39,3,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,5,Other Gold,Other Gold,2018,6,39,3,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,3,Other Gold,Other Gold,2018,4,39,4,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,10,Other Gold,Other Gold,2018,10,39,4,lowAPC,0.594,2,Oncology
ONCOLOGY REPORTS,4,Other Gold,Other Gold,2018,10,39,5,lowAPC,0.594,2,Oncology
