jour,citations,OAdes,OAlab,year,auth_count,Volume,Issue,apc_cat,APC,AIS,JCR_quart,field
BRITISH JOURNAL OF CANCER,22,"Green Published, Other Gold",Other Gold,2015,36,112,5,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,13,"Green Published, Other Gold",Other Gold,2015,6,112,5,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,123,"Green Published, Other Gold",Other Gold,2015,3,112,5,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,27,"Other Gold, Green Published, Green Accepted",Other Gold,2015,12,112,5,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,27,"Green Published, Other Gold",Other Gold,2015,15,112,6,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,12,"Other Gold, Green Published",Other Gold,2015,6,112,6,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,23,"Green Published, Other Gold",Other Gold,2015,11,112,6,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,7,"Green Published, Other Gold",Other Gold,2015,7,112,6,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,77,"Green Published, Other Gold",Other Gold,2015,19,112,6,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,36,"Green Published, Other Gold",Other Gold,2015,5,112,6,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,25,"Other Gold, Green Published",Other Gold,2015,16,112,6,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,28,"Green Published, Other Gold",Other Gold,2015,9,112,6,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,34,"Green Published, Other Gold",Other Gold,2015,2,112,6,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,32,"Green Published, Other Gold",Other Gold,2015,9,112,6,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,27,"Green Published, Other Gold",Other Gold,2015,9,112,6,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,85,"Green Published, Other Gold",Other Gold,2015,16,112,6,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,30,"Green Published, Other Gold",Other Gold,2015,6,112,6,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,15,"Green Published, Other Gold",Other Gold,2015,13,112,6,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,11,"Green Published, Other Gold",Other Gold,2015,6,112,6,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,14,"Green Accepted, Green Published, Other Gold",Other Gold,2015,9,112,6,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,74,"Green Published, Other Gold",Other Gold,2015,8,112,6,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,24,"Green Published, Other Gold",Other Gold,2015,22,112,6,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,61,"Other Gold, Green Published",Other Gold,2015,10,112,6,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,33,"Green Published, Other Gold",Other Gold,2015,19,112,6,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,46,"Green Published, Other Gold",Other Gold,2015,8,112,7,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,27,"Green Published, Other Gold",Other Gold,2015,20,112,7,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,14,"Green Published, Other Gold",Other Gold,2015,20,112,7,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,17,"Green Published, Other Gold",Other Gold,2015,17,112,7,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,39,"Other Gold, Green Published",Other Gold,2015,12,112,7,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,49,"Green Published, Other Gold",Other Gold,2015,16,112,7,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,25,"Green Published, Other Gold, Green Accepted",Other Gold,2015,16,112,7,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,39,"Other Gold, Green Published",Other Gold,2015,9,112,7,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,21,"Green Published, Other Gold",Other Gold,2015,5,112,7,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,98,"Other Gold, Green Published",Other Gold,2015,7,112,7,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,22,"Green Published, Other Gold",Other Gold,2015,36,112,7,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,31,"Green Published, Other Gold",Other Gold,2015,28,112,7,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,24,"Other Gold, Green Published",Other Gold,2015,45,112,7,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,32,"Green Published, Other Gold",Other Gold,2015,13,112,7,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,15,"Other Gold, Green Published",Other Gold,2015,4,112,8,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,85,"Other Gold, Green Published",Other Gold,2015,8,112,8,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,15,"Green Published, Other Gold",Other Gold,2015,14,112,8,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,53,"Green Published, Other Gold",Other Gold,2015,11,112,8,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,22,"Green Published, Other Gold",Other Gold,2015,11,112,8,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,49,"Other Gold, Green Published",Other Gold,2015,10,112,8,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,52,"Green Published, Other Gold",Other Gold,2015,7,112,8,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,15,"Other Gold, Green Published",Other Gold,2015,7,112,8,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,14,"Green Published, Other Gold",Other Gold,2015,12,112,8,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,27,"Other Gold, Green Published",Other Gold,2015,8,112,8,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,41,"Green Published, Other Gold",Other Gold,2015,12,112,8,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,16,"Green Published, Other Gold",Other Gold,2015,13,112,8,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,32,"Green Published, Other Gold",Other Gold,2015,17,112,8,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,92,"Green Published, Other Gold",Other Gold,2015,31,112,8,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,35,"Other Gold, Green Published",Other Gold,2015,15,112,8,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,36,"Other Gold, Green Published",Other Gold,2015,28,112,9,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,54,"Green Published, Other Gold",Other Gold,2015,11,112,9,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,37,"Other Gold, Green Published",Other Gold,2015,10,112,9,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,36,"Green Published, Green Accepted, Other Gold",Other Gold,2015,15,112,9,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,36,"Green Published, Other Gold",Other Gold,2015,2,112,9,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,13,"Other Gold, Green Published, Green Accepted",Other Gold,2015,8,112,9,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,27,"Green Published, Other Gold",Other Gold,2015,9,112,9,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,11,"Green Published, Other Gold",Other Gold,2015,4,112,9,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,32,"Green Published, Other Gold",Other Gold,2015,8,112,9,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,120,"Green Published, Other Gold",Other Gold,2015,9,112,9,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,99,"Green Published, Other Gold",Other Gold,2015,13,112,9,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,36,"Green Published, Other Gold",Other Gold,2015,12,112,9,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,26,"Green Published, Other Gold",Other Gold,2015,5,112,9,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,54,"Green Published, Other Gold",Other Gold,2015,8,112,9,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,318,"Green Published, Other Gold",Other Gold,2015,10,112,9,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,40,"Green Published, Other Gold",Other Gold,2015,4,112,9,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,34,"Other Gold, Green Published",Other Gold,2015,7,112,9,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,97,"Other Gold, Green Published",Other Gold,2015,6,112,9,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,14,"Green Published, Other Gold",Other Gold,2015,5,112,9,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,146,"Green Published, Green Accepted, Other Gold",Other Gold,2015,9,112,9,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,37,"Other Gold, Green Published, Green Accepted",Other Gold,2015,10,112,9,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,19,"Green Published, Other Gold",Other Gold,2015,5,112,NA,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,35,"Green Published, Other Gold",Other Gold,2015,3,112,NA,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,26,"Other Gold, Green Accepted, Green Published",Other Gold,2015,4,112,NA,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,26,"Green Published, Other Gold",Other Gold,2015,6,112,NA,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,39,"Green Published, Other Gold",Other Gold,2015,2,112,NA,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,8,"Green Published, Green Accepted, Other Gold",Other Gold,2015,5,112,NA,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,50,"Green Published, Other Gold",Other Gold,2015,2,112,NA,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,45,"Green Published, Other Gold",Other Gold,2015,5,112,NA,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,10,"Other Gold, Green Published",Other Gold,2015,10,112,NA,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,65,"Green Published, Other Gold",Other Gold,2015,3,112,NA,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,63,"Green Accepted, Green Published, Other Gold",Other Gold,2015,7,112,NA,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,15,"Green Published, Other Gold",Other Gold,2015,7,112,NA,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,5,"Green Published, Other Gold",Other Gold,2015,5,112,NA,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,14,"Green Published, Other Gold",Other Gold,2015,6,113,1,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,12,"Other Gold, Green Published",Other Gold,2015,9,113,1,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,12,"Green Published, Other Gold",Other Gold,2015,7,113,1,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,41,"Green Published, Other Gold",Other Gold,2015,8,113,1,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,16,"Other Gold, Green Published",Other Gold,2015,14,113,1,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,8,"Other Gold, Green Published",Other Gold,2015,9,113,1,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,7,"Green Published, Other Gold",Other Gold,2015,4,113,1,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,45,"Green Published, Other Gold",Other Gold,2015,16,113,1,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,6,"Green Published, Green Accepted, Other Gold",Other Gold,2015,7,113,1,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,22,"Green Published, Other Gold",Other Gold,2015,3,113,1,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,6,"Green Published, Other Gold",Other Gold,2015,20,113,1,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,42,"Other Gold, Green Accepted, Green Published",Other Gold,2015,2,113,1,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,119,"Green Published, Other Gold",Other Gold,2015,23,113,1,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,13,"Green Published, Other Gold",Other Gold,2015,11,113,1,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,30,"Green Published, Other Gold",Other Gold,2015,15,113,1,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,15,"Green Published, Other Gold",Other Gold,2015,10,113,1,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,58,"Other Gold, Green Published",Other Gold,2015,15,113,1,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,28,"Green Published, Other Gold",Other Gold,2015,13,113,1,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,78,"Green Published, Other Gold",Other Gold,2015,14,113,1,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,25,"Green Published, Other Gold, Green Accepted",Other Gold,2015,9,113,1,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,2,"Other Gold, Green Published",Other Gold,2015,4,113,1,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,13,"Green Published, Other Gold",Other Gold,2015,10,113,1,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,174,"Green Published, Other Gold",Other Gold,2015,8,113,1,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,16,"Green Published, Other Gold",Other Gold,2015,8,113,1,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,11,"Green Published, Other Gold, Green Accepted",Other Gold,2015,5,113,1,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,15,"Green Published, Other Gold",Other Gold,2015,24,113,1,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,12,"Green Published, Other Gold",Other Gold,2015,12,113,10,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,29,"Green Published, Other Gold",Other Gold,2015,6,113,10,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,61,"Green Published, Other Gold",Other Gold,2015,7,113,10,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,1,"Green Published, Other Gold",Other Gold,2015,12,113,10,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,14,"Green Published, Other Gold",Other Gold,2015,9,113,10,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,17,"Other Gold, Green Published",Other Gold,2015,19,113,10,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,36,"Other Gold, Green Published",Other Gold,2015,17,113,10,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,21,"Other Gold, Green Published",Other Gold,2015,9,113,10,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,65,"Green Published, Other Gold",Other Gold,2015,16,113,10,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,17,"Green Published, Other Gold",Other Gold,2015,9,113,10,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,19,"Other Gold, Green Published",Other Gold,2015,7,113,10,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,11,"Green Published, Other Gold, Green Accepted",Other Gold,2015,13,113,10,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,9,"Other Gold, Green Published",Other Gold,2015,8,113,10,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,6,"Green Published, Other Gold",Other Gold,2015,12,113,11,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,16,"Green Published, Other Gold",Other Gold,2015,7,113,11,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,20,"Other Gold, Green Published",Other Gold,2015,16,113,11,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,20,"Green Published, Other Gold",Other Gold,2015,8,113,11,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,11,"Other Gold, Green Published",Other Gold,2015,14,113,11,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,10,"Green Accepted, Green Published, Other Gold",Other Gold,2015,5,113,11,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,41,"Green Published, Other Gold",Other Gold,2015,6,113,11,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,35,"Green Published, Other Gold",Other Gold,2015,7,113,11,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,13,"Green Published, Other Gold",Other Gold,2015,5,113,11,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,21,"Other Gold, Green Published",Other Gold,2015,12,113,11,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,52,"Other Gold, Green Published",Other Gold,2015,13,113,11,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,66,"Green Published, Other Gold",Other Gold,2015,11,113,11,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,10,"Green Published, Other Gold",Other Gold,2015,44,113,11,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,24,"Green Published, Other Gold",Other Gold,2015,8,113,12,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,9,"Green Published, Other Gold",Other Gold,2015,9,113,12,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,38,"Green Published, Other Gold",Other Gold,2015,12,113,12,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,46,"Green Published, Other Gold",Other Gold,2015,10,113,12,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,43,"Green Published, Other Gold",Other Gold,2015,22,113,12,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,44,"Green Published, Other Gold",Other Gold,2015,12,113,12,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,39,"Green Published, Other Gold",Other Gold,2015,9,113,12,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,28,"Other Gold, Green Published",Other Gold,2015,13,113,12,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,25,"Other Gold, Green Published",Other Gold,2015,9,113,12,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,30,"Other Gold, Green Published",Other Gold,2015,9,113,12,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,6,"Green Published, Other Gold",Other Gold,2015,16,113,2,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,11,"Other Gold, Green Published",Other Gold,2015,15,113,2,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,51,"Green Published, Other Gold",Other Gold,2015,4,113,2,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,17,"Green Published, Other Gold",Other Gold,2015,7,113,2,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,65,"Green Published, Other Gold",Other Gold,2015,15,113,2,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,38,"Green Published, Other Gold",Other Gold,2015,11,113,2,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,31,"Green Published, Other Gold",Other Gold,2015,14,113,2,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,16,"Green Published, Other Gold",Other Gold,2015,12,113,2,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,6,"Green Published, Other Gold",Other Gold,2015,2,113,2,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,61,"Green Published, Other Gold",Other Gold,2015,16,113,2,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,69,"Green Published, Other Gold",Other Gold,2015,7,113,2,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,37,"Green Published, Other Gold",Other Gold,2015,7,113,2,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,52,"Green Published, Other Gold",Other Gold,2015,10,113,2,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,273,"Other Gold, Green Published",Other Gold,2015,17,113,2,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,93,"Green Published, Other Gold",Other Gold,2015,12,113,2,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,33,"Green Published, Other Gold",Other Gold,2015,9,113,2,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,224,"Other Gold, Green Published",Other Gold,2015,13,113,2,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,67,"Green Published, Other Gold",Other Gold,2015,12,113,2,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,37,"Green Published, Other Gold",Other Gold,2015,12,113,2,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,17,"Green Published, Other Gold",Other Gold,2015,23,113,2,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,56,"Green Published, Other Gold",Other Gold,2015,9,113,3,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,42,"Green Published, Other Gold",Other Gold,2015,13,113,3,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,17,"Other Gold, Green Published",Other Gold,2015,21,113,3,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,12,"Other Gold, Green Published",Other Gold,2015,17,113,3,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,9,"Green Published, Other Gold",Other Gold,2015,9,113,3,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,23,"Green Published, Other Gold",Other Gold,2015,5,113,3,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,6,"Green Published, Other Gold",Other Gold,2015,19,113,3,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,16,"Green Published, Other Gold",Other Gold,2015,8,113,3,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,34,"Other Gold, Green Published",Other Gold,2015,7,113,3,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,25,"Green Published, Other Gold",Other Gold,2015,5,113,3,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,16,"Green Published, Other Gold",Other Gold,2015,9,113,3,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,4,"Other Gold, Green Published",Other Gold,2015,5,113,3,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,16,"Green Accepted, Other Gold, Green Published",Other Gold,2015,6,113,3,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,10,"Green Published, Other Gold",Other Gold,2015,7,113,3,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,85,"Other Gold, Green Published",Other Gold,2015,14,113,3,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,24,"Green Published, Other Gold",Other Gold,2015,6,113,3,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,33,"Other Gold, Green Published",Other Gold,2015,9,113,3,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,28,"Other Gold, Green Published",Other Gold,2015,6,113,3,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,87,"Green Published, Other Gold, Green Accepted",Other Gold,2015,8,113,3,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,71,"Green Published, Other Gold",Other Gold,2015,10,113,3,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,88,"Green Published, Other Gold",Other Gold,2015,17,113,3,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,49,"Green Published, Other Gold",Other Gold,2015,15,113,3,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,45,"Green Published, Green Accepted, Other Gold",Other Gold,2015,6,113,3,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,12,"Green Accepted, Green Published, Other Gold",Other Gold,2015,6,113,3,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,16,"Green Published, Other Gold",Other Gold,2015,21,113,4,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,1,"Green Published, Other Gold",Other Gold,2015,8,113,4,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,8,"Green Published, Other Gold",Other Gold,2015,9,113,4,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,76,"Other Gold, Green Published",Other Gold,2015,7,113,4,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,5,"Other Gold, Green Published",Other Gold,2015,6,113,4,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,44,"Other Gold, Green Published",Other Gold,2015,9,113,4,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,13,"Green Published, Other Gold",Other Gold,2015,6,113,4,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,7,"Green Published, Other Gold",Other Gold,2015,7,113,4,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,17,"Other Gold, Green Published",Other Gold,2015,13,113,4,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,16,"Other Gold, Green Published",Other Gold,2015,17,113,4,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,21,"Green Published, Other Gold",Other Gold,2015,18,113,4,hiAPC,4480,1.798,1,Oncology
BRITISH JOURNAL OF CANCER,55,"Green Accepted, Green Published, Other Gold",Other Gold,2015,7,113,4,hiAPC,4480,1.798,1,Oncology
